disease,pain,respiratory,fever,digestive,urinary,skin,neurological,vision,energy,mental,joint_muscle,appetite_weight,other
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Gastroenteritis,,,,"diarrhoea,vomiting",,,,sunken_eyes,,,,,dehydration
Bronchial Asthma,,"breathlessness,cough,mucoid_sputum",high_fever,,,,,,fatigue,,,,family_history
Hypertension ,"chest_pain,headache",,,,,,"dizziness,loss_of_balance",,,lack_of_concentration,,,
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Gastroenteritis,,,,"diarrhoea,vomiting",,,,sunken_eyes,,,,,dehydration
Bronchial Asthma,,"breathlessness,cough,mucoid_sputum",high_fever,,,,,,fatigue,,,,family_history
Hypertension ,"chest_pain,headache",,,,,,"dizziness,loss_of_balance",,,lack_of_concentration,,,
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Gastroenteritis,,,,"diarrhoea,vomiting",,,,sunken_eyes,,,,,dehydration
Bronchial Asthma,,"breathlessness,cough,mucoid_sputum",high_fever,,,,,,fatigue,,,,family_history
Hypertension ,"chest_pain,headache",,,,,,"dizziness,loss_of_balance",,,lack_of_concentration,,,
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Gastroenteritis,,,,"diarrhoea,vomiting",,,,sunken_eyes,,,,,dehydration
Bronchial Asthma,,"breathlessness,cough,mucoid_sputum",high_fever,,,,,,fatigue,,,,family_history
Hypertension ,"chest_pain,headache",,,,,,"dizziness,loss_of_balance",,,lack_of_concentration,,,
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
Cervical spondylosis,"back_pain,neck_pain",,,,,,"dizziness,loss_of_balance,weakness_in_limbs",,,,,,
Paralysis (brain hemorrhage),headache,,,vomiting,,,"altered_sensorium,weakness_of_one_body_side",,,,,,
Jaundice,abdominal_pain,,high_fever,vomiting,dark_urine,"itching,yellowish_skin",,,fatigue,,,weight_loss,
Malaria,"headache,muscle_pain",,"chills,high_fever,sweating","diarrhoea,nausea,vomiting",,,,,,,,,
Chicken pox,headache,,"high_fever,mild_fever",,,"itching,skin_rash",,,"fatigue,lethargy,loss_of_appetite,malaise",,,,"red_spots_over_body,swelled_lymph_nodes"
Dengue,"back_pain,headache,joint_pain,muscle_pain,pain_behind_the_eyes",,"chills,high_fever","nausea,vomiting",,skin_rash,,,"fatigue,loss_of_appetite,malaise",,,,red_spots_over_body
Typhoid,"abdominal_pain,belly_pain,headache",,"chills,high_fever","constipation,diarrhoea,nausea,vomiting",,,,,fatigue,,,,toxic_look_(typhos)
hepatitis A,"abdominal_pain,joint_pain,muscle_pain",,mild_fever,"diarrhoea,nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,loss_of_appetite,,,,
Hepatitis B,abdominal_pain,,,,"dark_urine,yellow_urine","itching,yellowish_skin",,yellowing_of_eyes,"fatigue,lethargy,loss_of_appetite,malaise",,,,"receiving_blood_transfusion,receiving_unsterile_injections"
Hepatitis C,,,,nausea,,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,family_history
Hepatitis D,"abdominal_pain,joint_pain",,,"nausea,vomiting",dark_urine,yellowish_skin,,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,
Hepatitis E,"abdominal_pain,joint_pain",,high_fever,"nausea,stomach_bleeding,vomiting",dark_urine,yellowish_skin,coma,yellowing_of_eyes,"fatigue,loss_of_appetite",,,,acute_liver_failure
Alcoholic hepatitis,abdominal_pain,,,"swelling_of_stomach,vomiting",,yellowish_skin,,,,,,,"distention_of_abdomen,fluid_overload,history_of_alcohol_consumption"
Tuberculosis,chest_pain,"blood_in_sputum,breathlessness,cough,phlegm","chills,high_fever,mild_fever,sweating",vomiting,,,,yellowing_of_eyes,"fatigue,loss_of_appetite,malaise",,,weight_loss,swelled_lymph_nodes
Common Cold,"chest_pain,headache,muscle_pain","congestion,continuous_sneezing,cough,phlegm,runny_nose,throat_irritation","chills,high_fever",,,redness_of_eyes,,,"fatigue,malaise",,,,"loss_of_smell,sinus_pressure,swelled_lymph_nodes"
Pneumonia,chest_pain,"breathlessness,cough,phlegm,rusty_sputum","chills,high_fever,sweating",,,,,,"fatigue,malaise",,,,fast_heart_rate
Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region",,,constipation,,,,,,,,,"bloody_stool,irritation_in_anus"
Heart attack,chest_pain,breathlessness,sweating,vomiting,,,,,,,,,
Varicose veins,cramps,,,,,,,,fatigue,,,obesity,"bruising,prominent_veins_on_calf,swollen_blood_vessels,swollen_legs"
Hypothyroidism,,,,,,,dizziness,puffy_face_and_eyes,"fatigue,lethargy","depression,irritability,mood_swings",,weight_gain,"abnormal_menstruation,brittle_nails,cold_hands_and_feets,enlarged_thyroid,swollen_extremeties"
Hyperthyroidism,,,sweating,diarrhoea,,,muscle_weakness,,"excessive_hunger,fatigue","irritability,mood_swings,restlessness",,weight_loss,"abnormal_menstruation,fast_heart_rate"
Hypoglycemia,headache,,sweating,"nausea,vomiting",,,slurred_speech,blurred_and_distorted_vision,"excessive_hunger,fatigue","anxiety,irritability",,,"drying_and_tingling_lips,palpitations"
Osteoarthristis,"hip_joint_pain,joint_pain,knee_pain,neck_pain,painful_walking",,,,,,,,,,swelling_joints,,
Arthritis,painful_walking,,,,,,muscle_weakness,,,,"movement_stiffness,stiff_neck,swelling_joints",,
(vertigo) Paroymsal  Positional Vertigo,headache,,,"nausea,vomiting",,,"loss_of_balance,unsteadiness",,,,spinning_movements,,
Acne,,,,,,"blackheads,pus_filled_pimples,skin_rash",,,,,,,scurring
Urinary tract infection,,,,,"bladder_discomfort,burning_micturition,continuous_feel_of_urine,foul_smell_of_urine",,,,,,,,
Psoriasis,joint_pain,,,,,"skin_peeling,skin_rash",,,,,,,"inflammatory_nails,silver_like_dusting,small_dents_in_nails"
Impetigo,red_sore_around_nose,,high_fever,,,"blister,skin_rash",,,,,,,yellow_crust_ooze
Fungal infection,,,,,,"dischromic__patches,itching,nodal_skin_eruptions,skin_rash",,,,,,,
Allergy,,continuous_sneezing,"chills,shivering",,,,,watering_from_eyes,,,,,
GERD,"chest_pain,stomach_pain",cough,,"acidity,vomiting",,,,,,,,,ulcers_on_tongue
Chronic cholestasis,abdominal_pain,,,"nausea,vomiting",,"itching,yellowish_skin",,yellowing_of_eyes,loss_of_appetite,,,,
Drug Reaction,stomach_pain,,,,"burning_micturition,spotting__urination","itching,skin_rash",,,,,,,
Peptic ulcer diseae,abdominal_pain,,,"indigestion,passage_of_gases,vomiting",,internal_itching,,,loss_of_appetite,,,,
AIDS,,patches_in_throat,high_fever,,,,,,,,muscle_wasting,,extra_marital_contacts
Diabetes ,,,,,polyuria,,,blurred_and_distorted_vision,"excessive_hunger,fatigue,increased_appetite,lethargy",restlessness,,"obesity,weight_loss",irregular_sugar_level
Gastroenteritis,,,,"diarrhoea,vomiting",,,,sunken_eyes,,,,,dehydration
Bronchial Asthma,,"breathlessness,cough,mucoid_sputum",high_fever,,,,,,fatigue,,,,family_history
Hypertension ,"chest_pain,headache",,,,,,"dizziness,loss_of_balance",,,lack_of_concentration,,,
Migraine,headache,,,"acidity,indigestion",,,,blurred_and_distorted_vision,excessive_hunger,"depression,irritability",stiff_neck,,visual_disturbances
